car_id, route_cluster2
20150103070112-250,1
20150103070124-133,2
20150103100100-923,1
20150103100107-497,1
20150104020118-228,1
20150104030100-971,1
20150104030145-629,1
20150104040106-481,1
20150104050127-736,1
20150104050128-43,1
20150104060101-478,2
20150104090150-765,2
20150104100141-172,0
20150104120123-255,1
20150104120127-678,0
20150105010142-777,2
20150105020100-532,1
20150105040107-528,1
20150105040122-318,2
20150105040131-344,1
20150105040143-572,1
20150105040155-8,2
20150105060134-242,1
20150105060153-959,1
20150105060155-720,0
20150105070153-470,0
20150105080122-729,1
20150105080156-835,2
20150105090139-623,1
20150105120114-572,0
20150106030143-319,2
20150106040105-101,2
20150106080108-146,0
20150106080113-871,1
20150106120154-473,2
20150107030156-44,2
20150107050116-884,0
20150107060117-495,1
20150107070123-611,1
20150107100101-687,1
20150108040111-888,2
20150108040141-642,2
20150108050153-619,1
20150108060104-840,1
20150108060137-927,2
20150108070109-950,0
20150108080154-471,1
20150108090141-220,1
20150108090148-800,2
20150108100110-534,2
20150108100148-571,2
20150108120140-67,1
20150108120150-466,1
20150109020132-169,1
20150109020137-850,2
20150109020146-55,1
20150109040106-69,1
20150109060105-321,1
20150109060133-67,0
20150109070152-346,0
20150109090104-441,1
20150109100114-5,2
20150109120126-683,2
20150110010138-303,2
20150110020117-451,0
20150110030105-67,0
20150110030147-494,1
20150110040142-327,0
20150110050107-785,1
20150110050133-481,1
20150110050137-491,1
20150110060107-684,2
20150110090142-745,1
20150110100128-45,1
20150110120122-92,2
20150111030116-821,2
20150111070138-888,0
20150111080117-6,0
20150111090110-546,2
20150111090154-956,1
20150112010145-445,1
20150112050122-27,2
20150112050156-642,1
20150112060145-428,1
20150112080120-851,1
20150112080156-678,2
20150112090109-791,0
20150112110110-857,0
20150112110147-385,0
20150112120144-135,0
20150113020105-915,0
20150113030155-53,0
20150113030159-936,0
20150113120100-489,1
20150113120141-485,2
20150114010112-608,1
20150114010135-879,1
20150114030106-231,1
20150114060124-678,1
20150114070109-176,2
20150114110103-352,2
20150115010107-702,2
20150115010131-543,2
20150115020146-483,2
20150115030151-677,2
20150115040106-484,0
20150115050115-511,0
20150115060113-519,1
20150115080143-276,2
20150115080147-541,1
20150115090108-931,2
20150115090150-109,0
20150115100135-182,1
20150115110144-566,2
20150115120113-772,0
20150116020159-920,0
20150116050129-415,2
20150116060132-28,1
20150116070109-391,2
20150116100148-276,2
20150116110131-176,2
20150117010157-104,2
20150117050111-877,0
20150117050152-613,1
20150117060105-392,1
20150117070118-157,0
20150117100126-822,2
20150117110134-691,1
20150117120159-447,2
20150118010108-465,1
20150118010148-280,0
20150118040129-468,0
20150118040142-85,0
20150118100127-966,1
20150118110104-393,1
20150118110157-82,2
20150119010140-843,1
20150119050113-178,1
20150119060114-461,2
20150119070106-803,0
20150119070136-139,0
20150119090129-183,0
20150119100120-362,1
20150119100134-582,1
20150120010150-561,1
20150120020159-683,1
20150120070135-951,1
20150120080147-213,1
20150121010129-985,1
20150121010150-667,2
20150121020117-781,1
20150121030143-599,0
20150121040107-161,1
20150121050143-645,0
20150121060147-159,1
20150121070130-958,2
20150121100115-258,1
20150121120122-416,0
20150122020145-884,1
20150122030139-293,1
20150122050120-946,1
20150122050155-696,2
20150122060128-25,1
20150122060131-462,2
20150122060138-185,0
20150122060151-905,1
20150122060153-192,1
20150122090127-897,0
20150122090132-684,2
20150122100136-869,1
20150122100139-218,2
20150122110107-735,0
20150123020103-717,1
20150123030104-225,2
20150123030147-354,1
20150123040133-735,0
20150123040140-843,1
20150123040147-250,1
20150123070109-172,1
20150123100107-508,1
20150123100144-22,2
20150123110109-178,1
20150123120119-117,0
20150124030132-312,2
20150124040121-291,1
20150124040140-271,0
20150124040143-131,1
20150124040148-340,1
20150124050126-399,1
20150124060117-847,1
20150124060130-672,2
20150124080152-145,0
20150124090106-75,1
20150124090120-626,1
20150125040103-831,0
20150125080138-74,1
20150125110117-319,1
20150126050104-378,0
20150126050104-905,1
20150126090104-272,1
20150126090110-87,1
20150126100125-762,2
20150126110156-850,1
20150126120104-294,1
20150127010131-864,1
20150127030109-159,2
20150127030110-863,1
20150127030133-376,1
20150127050102-625,1
20150127090118-293,0
20150127090150-668,1
20150127110109-336,1
20150128020107-210,2
20150128020123-126,2
20150128050153-539,1
20150128070124-874,0
20150128080123-70,1
20150128120128-946,2
20150129040119-274,0
20150129050133-736,2
20150129060102-704,2
20150129070111-412,2
20150129070156-888,2
20150129090159-131,0
20150129120100-835,2
20150130010110-805,0
20150130010144-517,1
20150130020140-998,0
20150130030134-783,1
20150130080133-858,2
20150130120133-197,2
20150131120109-93,0
20150201020251-919,1
20150201030218-279,1
20150201030222-313,0
20150201030223-912,1
20150201030237-485,2
20150201040231-215,1
20150201040237-719,1
20150201060238-845,1
20150201070216-808,1
20150201080212-913,2
20150201080243-358,0
20150202030203-631,1
20150202040220-736,0
20150202100259-885,1
20150202120211-959,2
20150203060210-288,1
20150203060230-10,0
20150203060259-209,0
20150203070211-66,0
20150204010234-9,1
20150204020258-450,0
20150204040257-657,0
20150204070256-521,1
20150204080211-442,1
20150204080227-619,0
20150204100226-134,0
20150204110202-249,2
20150204120203-524,1
20150205010257-226,1
20150205020259-789,2
20150205030232-909,2
20150205030244-387,2
20150205040226-2,1
20150205040249-209,2
20150205040259-818,1
20150205050206-416,1
20150205050211-113,2
20150205050224-69,1
20150205050251-251,2
20150205060243-479,2
20150205070257-697,2
20150205080233-879,0
20150205080250-857,2
20150205080253-978,0
20150205110228-447,2
20150205120211-387,1
20150206010230-163,0
20150206070250-791,0
20150206080209-247,0
20150206080212-82,0
20150206080226-163,1
20150206090205-388,0
20150206090210-251,1
20150206090224-936,1
20150206110209-450,1
20150206110226-989,0
20150207010252-949,1
20150207030221-800,0
20150207040215-112,0
20150207040220-935,0
20150207050247-410,2
20150207050259-178,1
20150207060250-229,2
20150207070201-863,2
20150207070236-872,1
20150207080240-722,1
20150207090207-597,2
20150207100218-368,2
20150207100246-511,0
20150207100251-836,2
20150207110213-868,0
20150207120223-773,2
20150208020258-125,2
20150208050254-21,1
20150208060247-95,1
20150208080245-958,2
20150208100221-140,1
20150208120236-553,1
20150209010259-697,0
20150209030207-239,2
20150209030226-601,2
20150209040222-611,0
20150209040256-114,2
20150209060217-820,1
20150209060231-540,1
20150209060231-719,1
20150209060238-306,1
20150209080253-791,1
20150209090220-14,0
20150210010202-458,0
20150210020219-563,2
20150210060208-458,0
20150210080230-653,2
20150210080252-159,2
20150210090226-728,1
20150210100228-734,1
20150210110251-325,1
20150211020216-596,1
20150211030246-951,2
20150211030247-915,2
20150211060212-247,2
20150211080249-753,1
20150211090217-8,1
20150211090239-980,2
20150211100232-929,1
20150211110249-463,2
20150212010257-58,1
20150212020201-712,1
20150212020230-583,0
20150212030241-721,2
20150212040259-674,1
20150212060245-559,2
20150213010207-861,2
20150213020216-787,1
20150213020242-370,1
20150213050220-905,1
20150213080245-239,2
20150213100239-978,2
20150213100243-108,0
20150213100244-187,0
20150213110259-700,0
20150213120204-866,0
20150213120238-644,1
20150214010242-372,0
20150214020239-72,1
20150214020240-113,2
20150214040259-301,2
20150214050243-579,2
20150214050259-776,2
20150214060215-80,1
20150214060220-382,2
20150214070205-409,0
20150214070227-209,1
20150214070255-757,1
20150214110221-163,0
20150214110230-668,1
20150215040246-830,1
20150215060213-419,2
20150215060225-774,0
20150215070210-159,1
20150215080233-547,0
20150215110234-930,1
20150216020236-229,1
20150216020249-396,1
20150216030218-144,0
20150216050250-845,1
20150216060224-299,1
20150216090217-343,1
20150216120249-701,2
20150217030209-500,0
20150217070227-343,2
20150217080254-664,1
20150217100259-352,1
20150217110211-163,1
20150218020205-444,0
20150218020235-744,1
20150218020245-27,1
20150218030208-54,1
20150218060201-241,1
20150218080215-880,1
20150218080228-384,1
20150218100235-723,1
20150218120204-473,2
20150218120246-220,2
20150219010247-476,1
20150219010259-607,0
20150219040226-843,2
20150219040245-828,1
20150219050239-130,2
20150219060208-152,1
20150219060212-464,0
20150219060243-351,0
20150219060245-412,1
20150219070245-275,0
20150219120223-913,2
20150220020224-864,1
20150220020253-931,1
20150220040211-856,1
20150220050217-238,1
20150220050250-759,1
20150220070230-806,2
20150220070255-321,2
20150220070258-78,1
20150220080208-953,0
20150220090207-4,0
20150220100257-488,1
20150220110204-775,1
20150220120207-682,2
20150221010241-26,1
20150221010248-121,1
20150221020226-361,1
20150221050207-983,0
20150221060206-207,1
20150221080230-251,1
20150221080233-162,0
20150221080255-974,1
20150221090256-672,1
20150222020245-78,1
20150222030253-528,1
20150222040240-339,1
20150222050203-651,1
20150222080201-647,1
20150222120224-908,2
20150222120240-889,1
20150223010214-102,0
20150223010227-152,1
20150223050200-237,2
20150223060208-554,2
20150223080232-126,0
20150223080236-476,1
20150223090243-726,2
20150223100216-408,2
20150223110226-578,1
20150223110259-667,1
20150224010207-397,2
20150224010232-820,0
20150224010242-67,2
20150224040209-825,1
20150224040213-439,0
20150224040251-670,1
20150224060210-730,2
20150224080200-493,2
20150224090221-347,2
20150224100248-221,0
20150225010255-927,1
20150225030241-455,0
20150225050220-518,1
20150225050254-301,1
20150225120206-4,1
20150225120233-156,2
20150226020240-312,1
20150226040200-707,2
20150226050215-572,1
20150226080201-708,0
20150226080250-347,1
20150226090206-282,2
20150226090228-180,0
20150227040216-933,1
20150227050213-13,1
20150227050249-620,1
20150227060225-629,1
20150227070202-589,0
20150227070212-936,1
20150227080211-917,2
20150227100257-879,1
20150227110259-695,0
20150228010235-447,2
20150228020203-565,0
20150228020218-410,0
20150228040218-159,2
20150228040220-734,0
20150228040258-293,1
20150228050229-132,1
20150228060237-734,0
20150228060241-909,2
20150228060253-886,1
20150228060258-280,2
20150228070255-830,0
20150228100230-407,1
20150228100235-385,1
20150228110224-816,1
20150229030257-163,0
20150229040200-535,1
20150229050210-638,1
20150229060250-368,1
20150229070248-397,0
20150229070254-204,1
20150229080229-708,1
20150229100210-587,0
20150229100219-140,1
20150229120212-565,1
20150229120229-56,1
20150230020208-895,1
20150230020229-743,2
20150230040228-217,0
20150230060218-649,1
20150230070206-829,0
20150230070214-548,2
20150230070254-178,0
20150230090247-751,1
20150230100237-163,1
20150230100245-923,2
20150230100247-423,1
20150230110228-138,1
20150230110247-212,0
20150231010230-879,2
20150231010233-845,1
20150231020234-357,2
20150231040206-408,0
20150231040229-915,2
20150231050204-372,1
20150231060233-191,1
20150231120236-701,0
20150301010358-741,0
20150301040348-691,1
20150301040355-981,0
20150301050357-768,2
20150301110359-991,1
20150302010308-139,0
20150302010312-760,1
20150302010318-216,1
20150302060320-142,1
20150302120354-207,1
20150303040325-976,2
20150303080344-262,0
20150303100300-303,2
20150303100335-568,1
20150303100343-74,1
20150303100354-126,0
20150303120312-233,1
20150304020342-804,2
20150304020354-357,1
20150304020357-184,1
20150304050334-811,2
20150304060314-79,1
20150304070342-20,2
20150304080318-31,1
20150304080333-22,0
20150304100320-326,1
20150304120307-360,1
20150304120353-11,1
20150304120355-104,0
20150305030327-986,1
20150305030356-98,0
20150305040318-34,0
20150305040319-117,1
20150305060300-527,1
20150305070304-542,1
20150305090320-516,2
20150305100328-487,1
20150305110318-934,2
20150306010334-471,0
20150306030356-503,2
20150306050305-235,0
20150306070307-320,1
20150306080327-887,0
20150306110354-15,0
20150307010338-210,1
20150307020308-823,0
20150307030320-55,2
20150307040337-388,2
20150307050341-35,1
20150307100357-262,1
20150307120319-340,2
20150308060316-51,1
20150308080350-359,2
20150308090350-385,1
20150308110311-631,1
20150308110346-628,1
20150308110350-292,1
20150309010312-403,1
20150309010348-628,0
20150309030327-506,2
20150309050339-817,1
20150309080352-837,1
20150309100312-290,0
20150309110339-234,0
20150310030349-569,1
20150310040317-804,1
20150310050337-557,0
20150310060307-190,2
20150310080358-131,1
20150310110337-570,2
20150311010308-753,0
20150311020301-173,1
20150311040324-846,2
20150311040359-426,1
20150311070357-437,2
20150311090356-344,2
20150311100310-634,1
20150311110338-47,2
20150312020332-263,1
20150312030310-797,1
20150312030323-538,1
20150312050331-531,0
20150312070334-705,0
20150312070358-756,1
20150312090350-592,1
20150312110353-306,2
20150312110359-70,2
20150313020331-774,1
20150313020340-835,1
20150313050304-212,1
20150313070357-430,1
20150313080324-835,2
20150313090335-839,2
20150313100322-481,1
20150313110328-797,1
20150313120304-778,0
20150314010330-172,1
20150314020358-556,1
20150314050311-620,1
20150314060301-241,0
20150314100300-561,2
20150314110309-545,1
20150315020313-770,1
20150315030313-186,1
20150315030315-306,2
20150315040326-931,2
20150315040339-712,0
20150315040346-314,1
20150315060334-564,2
20150315070341-687,2
20150315070348-862,1
20150315100304-407,1
20150315110302-350,2
20150315110303-677,1
20150316010332-387,2
20150316010333-924,1
20150316030322-873,2
20150316030333-652,2
20150316060340-469,0
20150316090337-647,1
20150316120315-424,1
20150316120339-456,2
20150317010343-76,1
20150317020307-698,0
20150317050321-831,0
20150317050329-424,0
20150317060312-681,1
20150317070356-563,1
20150317100334-180,0
20150317100334-591,1
20150318010358-404,1
20150318020305-433,0
20150318040307-903,1
20150318040329-875,0
20150318040333-385,1
20150318050336-762,1
20150318090327-261,1
20150319020304-688,1
20150319030320-589,1
20150319040353-167,1
20150319060310-586,0
20150319090314-498,0
20150319090350-88,2
20150319100341-343,0
20150319120301-287,1
20150319120359-872,2
20150320010324-914,1
20150320020348-641,1
20150320030336-192,1
20150320030349-572,1
20150320040327-383,0
20150320050325-256,1
20150320110357-989,1
20150320120345-328,0
20150321010307-127,0
20150321010322-471,1
20150321040305-564,1
20150321060348-225,0
20150321080317-281,1
20150321080345-584,2
20150321090310-782,2
20150321100345-935,1
20150321120327-684,1
20150322020344-232,2
20150322060343-331,1
20150322080300-861,0
20150322080331-384,2
20150322080359-496,1
20150322090352-662,1
20150322100332-892,0
20150322110349-365,1
20150323010316-495,0
20150323020331-139,0
20150323030348-749,0
20150323040301-184,1
20150323050310-883,1
20150323050332-513,2
20150323050354-727,0
20150323060306-955,1
20150323070338-324,1
20150323090352-23,1
20150323120317-848,1
20150324030322-373,1
20150324060332-594,1
20150324080316-784,0
20150325010306-666,1
20150325010321-329,2
20150325010332-715,0
20150325020345-881,1
20150325020355-94,1
20150325030320-992,1
20150325060300-912,2
20150325060313-681,2
20150325090305-573,2
20150325090326-748,1
20150326040316-459,1
20150326050302-149,1
20150326070301-296,2
20150326080304-403,0
20150326090318-883,1
20150326090329-717,0
20150326110308-543,2
20150326110316-836,1
20150326110322-354,0
20150326120302-265,1
20150326120337-794,0
20150327030331-456,0
20150327030347-941,1
20150327050342-760,1
20150327100356-183,1
20150327120333-393,0
20150328040327-867,0
20150328050342-266,2
20150328060313-318,2
20150328060314-923,1
20150328070321-554,2
20150328070334-74,0
20150328070355-178,2
20150328070359-611,2
20150328090306-30,1
20150328090330-172,1
20150329010321-683,1
20150329010340-772,2
20150329020331-802,2
20150329020335-284,1
20150329030344-472,0
20150329030356-86,0
20150329060327-985,1
20150329070326-185,2
20150329080354-90,2
20150329090301-42,2
20150329090321-197,1
20150329090328-682,1
20150329090346-314,2
20150329100312-987,1
20150329110309-665,0
20150329120353-101,0
20150330010358-933,2
20150330040351-563,0
20150330050315-215,2
20150330060312-987,1
20150330070352-212,0
20150330080312-693,1
20150330080320-3,1
20150330090357-596,1
20150330100336-92,1
20150330100344-165,1
20150330100356-309,2
20150330120309-603,2
20150330120358-817,0
20150331030328-660,2
20150331040308-415,0
20150331040348-209,0
20150331070301-665,1
20150331070335-866,0
20150331080305-385,1
20150331090309-424,1
20150401060413-629,1
20150401060447-851,0
20150401070439-330,2
20150401070447-6,2
20150401080435-346,1
20150401110401-786,1
20150401110417-611,1
20150401120409-216,1
20150402050412-14,1
20150402060453-735,2
20150402100411-423,2
20150402120425-392,1
20150403020416-490,0
20150403060423-562,0
20150403070446-252,2
20150403100428-88,0
20150403100431-843,0
20150403120405-547,0
20150403120428-179,1
20150404010414-57,0
20150404030444-324,2
20150404040434-742,1
20150404040455-117,0
20150404050454-793,1
20150404060428-696,1
20150404070434-936,0
20150404090455-709,1
20150404100414-811,1
20150404120407-76,1
20150404120427-5,0
20150405010405-973,0
20150405010407-140,1
20150405010436-416,0
20150405040445-909,2
20150405080425-970,1
20150405090426-651,1
20150405100402-510,0
20150405120404-360,1
20150406010414-133,0
20150406010443-576,1
20150406040417-783,2
20150406060403-384,1
20150406070417-93,1
20150406080422-756,0
20150406100420-954,1
20150406100439-485,0
20150406120417-939,2
20150406120427-726,1
20150406120449-237,2
20150407010435-360,1
20150407010449-292,1
20150407050402-325,1
20150407050404-905,0
20150407080402-311,0
20150407090456-983,1
20150408020442-543,1
20150408040443-205,1
20150408060446-398,1
20150408060458-999,0
20150408080406-657,2
20150408090423-286,2
20150408090432-622,1
20150408120450-64,0
20150409020430-421,1
20150409030409-552,1
20150409040452-282,2
20150409050412-493,1
20150409070446-883,1
20150409090411-319,0
20150409100421-849,1
20150409100452-47,1
20150410030412-386,1
20150410050413-811,1
20150410050429-88,0
20150410060447-348,0
20150410080439-253,2
20150410080447-108,0
20150410110411-548,1
20150411020405-25,1
20150411020420-325,2
20150411030436-801,1
20150411050404-471,1
20150411050432-27,0
20150411070401-185,2
20150411080422-295,1
20150411110416-472,2
20150411110416-875,1
20150411110428-447,2
20150411120416-183,1
20150411120449-453,1
20150412010421-959,1
20150412010432-32,1
20150412020410-578,0
20150412040445-834,0
20150412060407-898,0
20150412060433-809,2
20150412070432-974,1
20150412070442-715,1
20150412090424-439,1
20150412120454-71,1
20150413010441-864,0
20150413010454-578,2
20150413020432-24,1
20150413030425-582,2
20150413050412-329,2
20150413050443-129,0
20150413080423-537,1
20150413100433-129,1
20150413100443-728,0
20150413110402-150,1
20150413120415-597,2
20150414030411-239,2
20150414050436-933,1
20150414060406-461,2
20150414070450-156,1
20150414070459-536,1
20150414110443-27,2
20150414120431-742,1
20150415010456-94,2
20150415020401-312,2
20150415020406-610,0
20150415030438-398,1
20150415030456-512,0
20150415070401-918,2
20150415080437-148,2
20150415080451-47,1
20150415090454-392,1
20150415100416-794,1
20150415110400-588,0
20150415110415-762,1
20150416030444-791,1
20150416040441-902,1
20150416040445-103,1
20150416110405-287,0
20150416110451-163,1
20150417010429-819,0
20150417010430-97,0
20150417020429-813,0
20150417060422-422,0
20150417070431-372,1
20150417100406-907,1
20150417110423-983,1
20150417110455-279,1
20150418010427-449,1
20150418010436-994,1
20150418030419-69,0
20150418040454-388,1
20150418050406-878,0
20150418070414-573,0
20150418080448-539,1
20150418120408-87,2
20150418120456-58,0
20150419010438-909,1
20150419020408-913,1
20150419040419-734,1
20150419050423-187,2
20150419060418-689,1
20150419070416-758,1
20150419070451-672,2
20150419080401-283,1
20150419080402-813,0
20150419080423-232,0
20150419080453-269,0
20150419090434-489,2
20150419110400-987,0
20150419110442-824,2
20150419110458-665,2
20150419120407-235,1
20150419120451-709,1
20150420010418-650,1
20150420010441-514,1
20150420070433-947,1
20150420080400-256,1
20150420090410-374,2
20150420090412-587,1
20150420090434-499,1
20150420100412-238,1
20150420100416-232,1
20150420110453-920,1
20150420110457-500,2
20150420120432-763,1
20150421010447-348,1
20150421010452-980,1
20150421020414-228,0
20150421050436-46,1
20150421060449-866,2
20150421090407-354,0
20150421090419-711,1
20150421110433-330,2
20150422010448-761,1
20150422030453-632,0
20150422040421-938,1
20150422050455-713,0
20150422080420-314,1
20150422120425-418,2
20150423010420-731,1
20150423020418-599,2
20150423040436-953,1
20150423050415-924,1
20150423070439-456,1
20150423120438-44,1
20150424020445-861,1
20150424030442-413,1
20150424080446-635,1
20150424110417-813,1
20150425010441-992,1
20150425010453-132,0
20150425010456-10,1
20150425010459-670,2
20150425040422-897,2
20150425050434-33,1
20150425060412-481,1
20150425060421-321,1
20150425100459-884,0
20150425120425-24,1
20150425120457-276,0
20150426010442-203,1
20150426010444-611,2
20150426070452-144,0
20150426100413-9,0
20150426100437-616,2
20150426110459-600,2
20150426120423-659,1
20150427020405-588,2
20150427020450-544,0
20150427050456-122,1
20150427060448-246,2
20150427070435-716,2
20150427120413-435,1
20150428020445-289,1
20150428030425-959,2
20150428040403-807,1
20150428070409-96,1
20150428080425-76,2
20150428100455-337,1
20150428120447-819,1
20150429010400-59,0
20150429020421-767,0
20150429040409-724,2
20150429040424-153,2
20150429050401-796,0
20150429050432-698,1
20150429060402-397,2
20150429070447-330,1
20150429080442-199,2
20150429080444-356,0
20150429100402-347,1
20150429100422-921,1
20150430020414-999,1
20150430050401-73,2
20150430050447-600,2
20150430060412-984,0
20150430090433-512,2
20150430100459-528,0
20150430110428-833,0
20150430120449-822,1
20150431010443-726,1
20150431030458-145,1
20150431040401-511,0
20150431070451-890,0
20150431080417-292,1
20150431110424-91,1
20150431110433-92,2
20150501010554-108,1
20150501030502-599,0
20150501060550-176,0
20150501070559-328,1
20150501090516-171,1
20150501120503-93,0
20150502040512-565,1
20150502050519-627,0
20150502060559-716,2
20150502090506-446,2
20150502090541-904,1
20150502120505-706,1
20150502120548-840,1
20150502120549-28,1
20150503010544-585,1
20150503020544-302,0
20150503030532-116,2
20150503040507-176,1
20150503040553-197,0
20150503070532-763,1
20150503080511-131,1
20150503080515-72,1
20150503080543-310,2
20150504020535-36,0
20150504060507-474,1
20150504100514-686,2
20150505020522-625,1
20150505040548-438,2
20150505050508-318,1
20150505050511-527,2
20150505050532-899,1
20150505080542-405,1
20150505110546-631,1
20150506020503-809,0
20150506040523-403,1
20150506060512-399,2
20150506070508-105,1
20150506080545-327,2
20150506080548-948,2
20150506090520-357,0
20150506100506-291,2
20150506120555-983,0
20150507030543-185,1
20150507060531-534,1
20150507080506-385,1
20150507110537-529,1
20150507120515-146,2
20150507120531-544,1
20150508020500-623,1
20150508030553-514,1
20150508040515-409,2
20150508050523-569,1
20150508080524-76,1
20150508100507-109,0
20150508110558-558,1
20150509010532-472,2
20150509010550-822,0
20150509020518-337,0
20150509020534-212,0
20150509020558-681,1
20150509030516-354,1
20150509030549-76,1
20150509040535-12,0
20150509050552-677,1
20150509050558-745,2
20150509060504-688,1
20150509080553-391,2
20150509100557-76,1
20150509110512-403,1
20150509110512-433,1
20150509110550-759,1
20150510020549-282,2
20150510020551-789,1
20150510040554-767,2
20150510050547-65,2
20150510070529-448,1
20150510080559-525,2
20150510110532-536,2
20150510120529-445,1
20150511020522-862,1
20150511060536-527,1
20150511080548-765,0
20150511080559-981,0
20150511090509-927,1
20150511100515-278,2
20150511120517-230,0
20150511120521-523,0
20150512030550-212,2
20150512040536-561,1
20150512050526-696,1
20150512110539-725,1
20150513010513-305,1
20150513030530-407,2
20150513040505-528,1
